NAME,productUrl,imageUrl,originalPrice,DiscountedPrice,Discount,ratingScore,review,description,categories,itemId,page
"điện thoại Vivo Y12 máy 2sim ram 8G/256G Chính Hãng, Cày Game lướt Wed Tiktok Facebook Youtube đỉnh chất, Bảo hành 12 tháng - TTN 01",,https://vn-live-01.slatic.net/p/773ae80370f08dc2778043d0cfa2196e.jpg,999000,649000,35% Off,4.983193277310924,119,[],"[4402, 4518]",2336950536,14
"ĐIỆN THOẠI NOKIA - N215 - 2 SIM ,  HÀNG CHÍNH HÃNG",,https://filebroker-cdn.lazada.vn/kf/Seac50542181c4b54918b799ddbbfe636x.jpg,,145000,,4.8,10,[],"[4402, 4518]",1555448836,14
SAMSUNG A515F,,https://vn-live-01.slatic.net/p/c2d4ed5ec7d27bbcd0bc37b4a85dcbe5.jpg,,1750000,,4.28,25,[],"[4402, 4518]",2070234364,14
SAMSUNG J6 PLUS MÁY ĐẸP KEENG SIÊU MƯỢT SIÊU BỀN SIÊU KHUYWWNS MÃI 3G/32G,,https://vn-live-01.slatic.net/p/0f817dd43550329ba1958cfced54a84c.jpg,,850000,,0,,[],"[4402, 4518]",2221760359,14
Điện Thoại Samsung Galaxy S23 Ultra 512GB Chính Hãng Dung Lượng Lớn Độ Phân Giải FullHD+ Camera Sắc Nét,,https://ph-live-01.slatic.net/p/c022b4e4153646dd7886389da501dacd.png,,28900000,,0,,[],"[4402, 4518]",2384423370,14
điện thoại Samsung Galaxy J6 2018 máy 2sim ram 3G/32G Chính Hãng - Bảo hành 12 tháng,,https://ph-live-01.slatic.net/p/4a7bb3fc08dd98c1be43543827869139.jpg,877000,499000,43% Off,4.881720430107527,93,[],"[4402, 4518]",2203240515,14
SAMSUNG A31  6G/128GGIÁ MỀM -SIÊU ĐẸP CHƠI GAME LƯỚT MẠNG BAO MƯỢT.,,https://vn-live-01.slatic.net/p/efc8eaffbc95c958966b97a72782b1fd.jpg,,1650000,,4.25,12,[],"[4402, 4518]",2164164419,14
OPPO A37  Full Box - Đủ sạc Hộp + ốp + Dán Màn Hình,,https://vn-live-01.slatic.net/p/062a7b36c811419d9e5d6b5eaa891693.png,790000,599000,24% Off,4.428571428571429,14,[],"[4402, 4518]",2135012752,14
Điện Thoại 11 PRO MAX,,https://filebroker-cdn.lazada.vn/kf/S10a3195f5ac84346970461b0086e59b7A.jpg,,8500000,,0,,[],"[4402, 4518]",2424573352,14
Điện thoại Apple iPhone 13 128GB,,https://vn-live-01.slatic.net/p/c7f437b76043af5031e1cf73b981d3d3.jpg,28990000,16250000,44% Off,5.0,4,[],"[4402, 4518]",1522260402,14
"(Xả Kho) Điện thoại Nokia C30 (2GB/32GB) Pin 6000 mAh - Hàng chính hãng, nguyên seal",,https://vn-live-01.slatic.net/p/723e623900c0a3daa744199f28461418.jpg,2790000,1599000,43% Off,5.0,11,[],"[4402, 4518]",1742918924,14
Điện thoại cũ ss g530 ram 1gb rom 8gb,,https://filebroker-cdn.lazada.vn/kf/S9bc56e11b8fc4cff90032c71f47365f9m.jpg,,309000,,4.719298245614035,57,[],"[4402, 4518]",1452743382,14
"điện thoại Vivo V9 2sim ram 6G/128G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",,https://vn-live-01.slatic.net/p/c4f0157e073faeecf3380cc594b3b087.jpg,699000,399000,43% Off,5.0,13,[],"[4402, 4518]",2508362084,14
Điện thoại 6 Plus Quốc tế nguyên zin đẹp 98-99 kèm cường lực ốp lưng BH 06 tháng,,https://vn-live-01.slatic.net/p/ed2c141ffb224e8c1933a1681e729b8f.jpg,1819000,1529000,16% Off,4.75,32,[],"[4402, 4518]",2283036147,14
Điện Thoại Xiaomi Redmi 13C 6GB/128GB - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/34c288aeb45708a155babf327069771f.jpg,3490000,2929000,16% Off,5.0,2,[],"[4402, 4518]",2488288490,14
"Điện thoại mới 99% , Samsung j730 ( j7 pro ) ram 3gb bộ nhớ 32gb siêu nét , siêu mượt",,https://filebroker-cdn.lazada.vn/kf/Se7b98f74a09043baadc3064e8296c585L.jpg,899000,869000,3% Off,4.884615384615385,25,[],"[4402, 4518]",1445238005,14
"Oppo F15 5G - điện thoại Oppo F15 bản 5G 2sim ram 8G/256G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/e7325cd3d6a7d4ecc8333bb3a1a6bfb1.jpg,1777000,1099000,38% Off,5.0,37,[],"[4402, 4518]",2318515103,14
Apple iPhone 15 128GB Chính hãng VN/A [Viettel Store],,https://filebroker-cdn.lazada.vn/kf/Sfa507076303b42c18b3dcaf24e0ac71aC.jpg,23490000,22690000,3% Off,5.0,2,[],"[4402, 4518]",2416589184,14
"Realme 6S - điện thoại Realme 6S 2sim ram 8G/256G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/326c4f27a10b74e80abac509c271883c.jpg,1599000,897000,44% Off,5.0,36,[],"[4402, 4518]",2317268379,14
"điện thoại Samsung A31 - Samsung Galaxy A31 2sim ram 6G/128G, máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/9ad53444ff58d8afaa1d7c061b6be8b6.jpg,1688000,899000,47% Off,5.0,28,[],"[4402, 4518]",2399986967,14
"Điện thoại cũ ss J2 prime ram 1,5Gb có 4G",,https://filebroker-cdn.lazada.vn/kf/S285ce76cca6f4c3d8396004406725579z.jpg,,329000,,4.653846153846154,48,[],"[4402, 4518]",1452696531,14
Smartphone Gree g0215d 6 inch 2K - 4G 64G RAM 2 SIM,,https://vn-live-01.slatic.net/p/67f9d41cc8bb52a7e64bfc151d0d5089.png,848000,728000,14% Off,4.882352941176471,17,[],"[4402, 4518]",2408460420,14
"điện thoại Oppo A77 bản 5G 2sim ram 8+3G rom 256G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng - TTN 01",,https://vn-live-01.slatic.net/p/b9a051317f4e9895a24ac5968b8bc04d.jpg,2088000,1249000,40% Off,5.0,117,[],"[4402, 4518]",2320133625,14
"điện thoại Vivo Y22s 2sim ram 8G/256G máy Chính Hãng, cảm ứng mượt, Camera siêu đẹp, máy nghe gọi tốt, Full Zalo Facebook Youtube, cày game mượt, Bảo hành 12 tháng - TTN 01",,https://vn-live-01.slatic.net/p/da87b13d7b384600ddfb56059b9fae16.jpg,2399000,1399000,42% Off,4.932773109243698,119,[],"[4402, 4518]",2338474893,14
[SALE TO 11.11] Điện thoại Samsung Galaxy Z Fold4 (12GB / 256GB & 12GB / 512GB),,https://vn-live-01.slatic.net/p/6aae7382bf7495a255e5893773a3b21a.png,,41990000,,5.0,10,[],"[4402, 4518]",1956546483,14
"điện thoại Samsung Galaxy A70 máy 2sim ram 6G/128G Chính Hãng, Màn hình: Super AMOLED6.7""Full HD+ - Bảo hành 12 Tháng",,https://vn-live-01.slatic.net/p/b8a660d36d50d5e8c0eb3fc23407b68a.jpg,2077000,1199000,42% Off,4.819047619047619,105,[],"[4402, 4518]",2197634076,14
"điện thoại Oppo A52 Chính Hãng 2sim ram 8 rom 256G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",,https://vn-live-01.slatic.net/p/74b6990447c465d5a0d9ccc80ec80dbe.jpg,2288000,1299000,43% Off,4.942028985507246,69,[],"[4402, 4518]",2021961513,14
"Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng - 3 camera sắc nét, hiệu năng mạnh mẽ, sạc nhanh 33W",,https://vn-live-01.slatic.net/p/de6d9bd3df47003f329340bda992e185.jpg,4990000,3799000,24% Off,4.9719827586206895,464,[],"[4402, 4518]",2239307833,14
điện thoại Samsung Galaxy A30 máy 2sim ram 4G/64G Chính Hãng - Bảo hành 12 Tháng,,https://vn-live-01.slatic.net/p/08d5833e571ec63f8c0f49eb7429bba0.jpg,1488000,899000,40% Off,4.9504950495049505,101,[],"[4402, 4518]",2201036363,14
"Điện Thoại Samsung Galaxy A34 5G (8GB/128GB) -  Hàng Chính Hãng, Bảo Hành 12 Tháng, Mới 100%",,https://vn-live-01.slatic.net/p/824bbdd387ac3acc684b3b7e1fde4f44.jpg,6790000,6190000,9% Off,0,,[],"[4402, 4518]",2402225569,14
